year,borough,zip,complaints,pop,complaints_norm,median_income,pct_below_poverty,pct_white,pct_black_or_african_american,pct_american_indian_or_alaska_native,pct_asian,pct_native_hawaiian_and_other_pacific_islande,pct_hispanic_or_latino
2020,QUEENS,11426,12,20222,59.34131144,102770,7.157626849,34.25477203,6.028088221,0.380773415,42.96805459,0,19.66669963
2020,QUEENS,11427,233,25096,928.4348103,81688,7.501613944,23.7049729,21.72457762,1.406598661,33.18855595,0,20.72043354
2020,QUEENS,11428,74,19830,373.1719617,77466,9.606273485,17.56429652,19.60665658,0.358043369,29.43015633,0.19667171,24.07463439
2020,QUEENS,11429,84,27808,302.0713464,82532,13.67724207,4.175057537,71.48662255,0.812715765,3.833429229,0.097094361,14.34838895
2020,QUEENS,11432,1109,64282,1725.21079,66270,12.27780734,17.50101117,17.93970318,0.619146884,42.54068013,0.26601537,30
2020,QUEENS,11433,239,36929,647.1878469,62453,14.77240732,4.996073547,61.76175905,0.257250399,12.87605947,0.021663192,20.81764724
2020,QUEENS,11434,502,62590,802.0450551,65845,10.9623431,4.245087075,83.22895031,0.247643394,3.286467487,0,14.43851715
2020,QUEENS,11435,473,59392,796.403556,69873,14.38632833,17.69598599,26.08095366,0.547211746,22.03158675,0,9.44240294
2020,QUEENS,11436,121,18955,638.3539963,72962,9.133915575,4.858876286,60.98654709,0.226853073,8.92112899,0,30.80549569
2020,QUEENS,11691,910,68454,1329.359862,52605,23.09691443,34.25365939,46.19160312,0.268793642,4.9273965,0.0292167,14.17040359
2020,QUEENS,11692,287,22394,1281.593284,53077,18.38552916,20.8359382,56.17129588,0.634098419,5.559524873,0,25.10047334
2020,QUEENS,11693,42,13029,322.3578172,52946,15.85412668,59.35988948,21.59029856,0,4.13692532,0,28.49796608
2020,QUEENS,11694,257,21258,1208.956628,87755,9.716197794,80.1815787,5.804873459,1.166619626,2.098033681,0,19.35741838
2021,MANHATTAN,10001,330,26966,1223.763257,101409,11.97365655,62.90513981,7.850626715,0.14833494,16.78780687,0.185418675,18.44174145
2021,MANHATTAN,10002,1277,76807,1662.608877,37093,28.28684112,32.14160168,8.401577981,0.812425951,39.43390576,0.024737329,25.91821058
2021,MANHATTAN,10003,1400,54447,2571.307877,137533,8.752630952,70.67607031,5.18485867,0.271823976,16.73186769,0.082649182,8.040847062
2021,MANHATTAN,10004,10,4795,208.5505735,216017,2.69758637,57.51824818,3.378519291,0,33.22210636,0,4.233576642
2021,MANHATTAN,10005,7,8637,81.04665972,197188,2.446675031,75.21130022,1.701979854,0,13.66215121,0,6.819497511
2021,MANHATTAN,10006,11,3894,282.4858757,200536,3.314917127,64.86902928,6.54853621,0,22.98407807,0,5.701078582
2021,MANHATTAN,10007,16,8194,195.2648279,250001,4.4978435,75.33561142,8.982182084,0,12.98511106,0,11.22772761
2021,MANHATTAN,10009,1256,60000,2093.333333,77551,23.18155541,58.20666667,7.628333333,0.183333333,13.325,0.005,24.47166667
2021,MANHATTAN,10010,428,33193,1289.428494,131635,10.08823348,69.14710933,8.893441388,0.144608803,14.92784623,0,10.0714006
2021,MANHATTAN,10011,589,51867,1135.596815,139343,9.308055575,75.03615015,4.476834982,0.123392523,9.35855168,0,13.71006613
2021,MANHATTAN,10012,528,22269,2371.009026,117581,11.28385155,71.11230859,3.619381203,0,18.5504513,0,8.873321658
2021,MANHATTAN,10013,326,29563,1102.729764,137572,10.54807848,58.19436458,3.382606637,0.091330379,30.98467679,0,7.92544735
2021,MANHATTAN,10014,522,29815,1750.796579,136559,7.226463104,85.5508972,1.807814858,0.090558444,4.618480631,0,8.817709207
2021,MANHATTAN,10016,661,56758,1164.593537,136431,7.889755936,67.76665844,4.358856901,0.042284788,17.72437366,0.038761056,11.96483315
2021,MANHATTAN,10017,190,15514,1224.700271,136112,7.148136416,74.41665592,2.745906923,0.032228954,17.80327446,0.257831636,4.692535774
2021,MANHATTAN,10018,182,8063,2257.224358,130457,8.577728776,55.98412502,5.07255364,0.111620985,30.17487288,0,12.82401091
2021,MANHATTAN,10019,745,43989,1693.605219,105538,12.43419308,64.89122281,6.056059469,0.556957421,18.75241538,0.106844893,17.52710905
2021,MANHATTAN,10021,324,42484,762.6400527,136060,5.804241742,84.76132191,0.303643725,0.047076546,9.264664344,0.308351379,5.736277187
2021,MANHATTAN,10022,384,33303,1153.049275,156255,7.25921067,83.18169534,1.351229619,0.09608744,10.30838063,0,9.41957181
2021,MANHATTAN,10023,437,65891,663.2165243,136109,9.069898534,73.42429163,4.716880909,0.013658922,12.64360838,0,8.385060175
2021,MANHATTAN,10024,1198,63916,1874.335065,153177,8.308736217,81.65404594,2.869391076,0.242505789,5.613617873,0,11.64966519
2021,MANHATTAN,10025,2515,96918,2594.977197,103440,14.0760056,61.30336986,11.50250727,0.093893807,10.10441817,0,22.48705091
2021,MANHATTAN,10026,1763,39401,4474.505723,65038,18.11893042,25.62371513,51.48600289,0.167508439,5.989695693,0,19.34722469
